id,financescore,country,classsize,city,rating,totalscore,numericalstaff,staffstudentratio,approvals,academicscore,summary,techscore,citySafety,confidence,housingprovision,techecosystem,curriculum,staffcount,schoolname,worklifescore,noncontacttime,healthcoverage,image,Profit Status,salaryRange,Ownership,inspect,validated,profit status,ownership,citysafety,lastSync,scrapedJobsCount,scrapedJobsList,revalidationError,revalidationStatus,isRevalidating,revalidationCompletedAt,cachedStability,lastScrapedAt,website,agency,careersPageUrl,name,tesOrganizationId,tesEmployerSlug,updatedAt
"FLIS0154","8.2","Thailand","22","Bangkok","Highly Regarded","8.2","130","1:9","CIS/WASC","8.8","Strong British curriculum; monitors for city safety.","8.5","8.2","8.4","Provided","1:1 iPad/Mac","UK/A-Level","145","Wellington College International Bangkok","7.8","18%","Global","","For-Profit","$4,250.00","Private","BSO","LFI","For-Profit","Private","8.2","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076683,""_nanoseconds"":422000000}","","2026-08-30T07:58:03.421Z","https://www.wellingtoncollege.ac.th/careers","Wellington College Int'l Portal, LinkedIn","https://www.wellingtoncollege.ac.th/careers","Wellington College International Bangkok","1161804","wellington-college-international-bangkok-wcib-1161804","2026-08-30T16:14:23.676Z"
"FLIS0155","8.8","Thailand","18","Bangkok","World-Class","8.7","185","1:9","CIS/WASC","9.2","Premier non-profit; high savings in a gated community.","9.0","8.2","9.5","Provided","1:1 Mac","US/AP/IB","205","International School Bangkok","8.4","22%","Premium","","Non-Profit","$5,150.00","Independent","CIS","LFI","Non-Profit","Independent","8.2","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076610,""_nanoseconds"":929000000}","","2026-08-30T07:56:50.927Z","https://www.isb.ac.th/careers/","Search Associates, Schrole, ISS","https://www.isb.ac.th/careers/","International School Bangkok","","","2026-08-30T16:14:23.676Z"
"FLIS0156","7.2","Thailand","22","Phuket","Highly Regarded","7.7","65","1:9","CIS","8.0","High focus on wellbeing and social-emotional learning.","7.5","8.5","7.9","Provided","1:1 iPad","IB","75","UWC Thailand","8.0","25%","Private","","Non-Profit","$3,550.00","Private","Local","LFI","Non-Profit","Private","8.5","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076606,""_nanoseconds"":300000000}","","2026-08-30T07:56:46.299Z","https://www.uwcthailand.ac.th/careers","Search Associates, UWC Movement Portal","https://www.uwcthailand.ac.th/careers","UWC Thailand","","","2026-08-30T16:14:23.676Z"
"FLIS0157","8.5","Indonesia","22","Jakarta","Outstanding","8.3","140","1:10","CIS/WASC","8.8","Apple Distinguished School with strong heritage.","9.2","7.5","9.2","Provided","Apple/1:1","UK/IB","155","British School Jakarta","8.0","20%","Global","","Non-Profit","$4,650.00","Independent","Local","LFI","Non-Profit","Independent","7.5","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076623,""_nanoseconds"":913000000}","","2026-08-30T07:57:02.686Z","https://www.bsj.sch.id/careers","Search Associates, Schrole, LinkedIn","https://www.bsj.sch.id/careers","British School Jakarta","1053515","british-school-jakarta-1053515","2026-08-30T16:14:23.676Z"
"FLIS0158","8.8","Indonesia","20","Jakarta","World-Class","8.4","220","1:8","WASC","9.2","Landmark institution with premium savings potential.","9.0","7.5","9.4","Provided","1:1 Mac","US/AP/IB","240","Jakarta Intercultural School","7.8","20%","Premium","","Non-Profit","$5,100.00","Independent","Local","LFI","Non-Profit","Independent","7.5","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076609,""_nanoseconds"":572000000}","","2026-08-30T07:56:49.571Z","https://www.jisedu.or.id/careers","Search Associates, Schrole, ISS","https://www.jisedu.or.id/careers","Jakarta Intercultural School","","","2026-08-30T16:14:23.676Z"
"FLIS0159","7.0","Indonesia","22","Jakarta","Respectable","7.3","65","1:11","BSO","7.5","Supportive environment; stable recruitment cycles.","7.5","7.5","7.8","Allowance","1:1 iPad","UK/IB","75","ACG School Jakarta","7.5","18%","Private","","For-Profit","$3,450.00","Inspired","Local","LFI","For-Profit","Inspired","7.5","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076601,""_nanoseconds"":997000000}","","2026-08-30T07:56:41.996Z","https://jakarta.acgedu.com/careers/","Inspired Education Group Portal, LinkedIn","https://jakarta.acgedu.com/careers/","ACG School Jakarta","","","2026-08-30T16:14:23.676Z"
"FLIS0160","7.2","Indonesia","20","Bali","Highly Regarded","7.7","55","1:9","CIS","8.0","High focus on wellbeing in a safe island location.","7.5","8.5","7.9","Provided","Google/1:1","IB","65","Canggu Community School Bali","8.0","25%","Private","","Non-Profit","$3,250.00","Community","Local","LFI","Non-Profit","Community","8.5","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076605,""_nanoseconds"":223000000}","","2026-08-30T07:56:45.222Z","https://www.ccsbali.com/careers","Schrole, LinkedIn","https://www.ccsbali.com/careers","Canggu Community School Bali","","","2026-08-30T16:14:23.676Z"
"FLIS0161","7.8","Philippines","22","Manila","Highly Regarded","7.9","140","1:11","BSO","8.2","Elite British heritage school with consistent academic outcomes.","8.0","8.2","8.1","Provided","1:1 iPad","UK/A-Level","155","British School Manila","7.2","20%","Private","","Non-Profit","$4,250.00","Independent","BSO","LFI","Non-Profit","Independent","8.2","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076605,""_nanoseconds"":108000000}","","2026-08-30T07:56:45.107Z","https://www.britishschoolmanila.org/careers","Search Associates, Schrole, LinkedIn","https://www.britishschoolmanila.org/careers","British School Manila","1057671","the-british-school-manila-1057671","2026-08-30T16:14:23.676Z"
"FLIS0162","8.5","Philippines","20","Manila","Highly Regarded","8.2","190","1:9","CIS","9.0","Academic powerhouse; workload monitored for high faculty pressure.","8.8","9.0","7.9","Provided","1:1 Mac","IB","210","International School Manila","6.5","15%","Premium","","Non-Profit","$5,300.00","Independent","BSO","LFI","Non-Profit","Independent","9.0","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076594,""_nanoseconds"":940000000}","","2026-08-30T07:56:34.938Z","https://www.ismanila.org/careers","Search Associates, ISS, LinkedIn","https://www.ismanila.org/careers","International School Manila","","","2026-08-30T16:14:23.676Z"
"FLIS0163","8.5","Japan","22","Tokyo","Outstanding","8.1","130","1:10","Candidate","8.0","Elite safe city hub; high finance score vs cost of living.","8.5","9.5","8.1","Provided","1:1 iPad","UK/A-Level","145","British School in Tokyo","7.0","20%","Premium","","Non-Profit","$4,350.00","Nord Anglia","CIS","LFI","Non-Profit","Nord Anglia","9.5","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076685,""_nanoseconds"":433000000}","","2026-08-30T07:58:05.432Z","https://www.bst.ac.jp/careers","Search Associates, GaijinPot Jobs, LinkedIn","https://www.bst.ac.jp/careers","British School in Tokyo","1057325","the-british-school-in-tokyo-1057325","2026-08-30T16:14:23.676Z"
"FLIS0164","7.5","Japan","24","Tokyo","Highly Regarded","7.6","65","1:12","Candidate","7.5","Newer entry focusing on IB curriculum in a high-safety environment.","8.0","9.5","7.6","Allowance","1:1 iPad","IB","75","Malvern College Tokyo","7.0","20%","Private","","For-Profit","$4,150.00","Nord Anglia","KHDA/BSO","LFI","For-Profit","Malvern College Family of Schools","9.5","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788187444,""_nanoseconds"":365000000}","{""schoolId"":""FLIS0164"",""schoolName"":""Malvern College Tokyo"",""category"":""LOW_TURNOVER"",""statusLabel"":""Low Turnover (Stable)"",""isUpdating"":false,""lastScrapedAt"":""2026-08-31T14:43:43.998Z"",""metrics"":{""estimatedStaffBase"":""65"",""totalKnownVacancies"":4,""estimatedChurnRatePercent"":6,""leadershipVacanciesCount"":0,""secondaryVacanciesCount"":4,""primaryVacanciesCount"":0,""riskRating"":""LOW"",""leadershipChurnRatioPercent"":0,""averageYearlyTesAdverts"":4},""scrapedJobsList"":[""Teacher of  Design (Posted: 2026-08-31T14:32:15.108Z) - Malvern College"",""Head of Visual Art and Design (Posted: 2026-08-31T14:32:15.108Z) - Malvern College"",""Head of English and Drama (Posted: 2026-08-31T14:32:15.106Z) - Malvern College"",""Teacher of  Design (Posted: Recently; Closes: [object Object]) - Malvern College"",""Head of Visual Art and Design (Jan 2027; Posted: 15 Aug 2026; Closes: N/A) (Posted: Recently; Closes: 2026-09-11) - TES"",""Teacher of DesignMalvern College Tokyo, TokyoMalvern College Tokyo is excited to announce an opportunity for talented, enthusiastic, and energetic individuals to join our team starting in January 2027. The Teacher of Design will primarily teach Design within the International Baccalaureate... (Posted: Recently; Closes: [object Object]) - TES"",""Head of English and Drama (Jan 2027; Posted: 22-28 Aug 2026; Closes: 11 Sep 2026 (Posted: Recently; Closes: 2023-12-08) - Tes"",""Teacher of Design (Jan 2027; Posted: 15 Aug 2026; Closes: N/A) (Posted: Recently; Closes: 2026-02-20) - TES"",""Head of Visual Art and DesignMalvern College Tokyo, TokyoMalvern College Tokyo is excited to announce an opportunity for talented, enthusiastic, and energetic individuals to join our team starting in January 2027. The Head of Visual Art and Design at Malvern College Tokyo plays a pivotal role in... (Posted: Recently; Closes: [object Object]) - TES"",""Head of Visual Art and Design (Posted: Recently; Closes: [object Object]) - Malvern College"",""Head of English and Drama (Posted: Recently; Closes: [object Object]) - Malvern College"",""Head of English and DramaMalvern College Tokyo, TokyoMalvern College Tokyo is excited to announce an opportunity for talented, enthusiastic, and energetic individuals to join our team starting in January 2027. The Head of English and Drama at Malvern College Tokyo plays a pivotal role in leading... (Posted: Recently; Closes: [object Object]) - TES"",""Head of Visual Art and Design (Posted: Recently; Closes: [object Object]) - TES"",""Teacher of Design (Posted: Recently; Closes: [object Object]) - TES"",""Teacher of EAL (Posted: Recently; Closes: [object Object]) - Primary (Aug 2026; Posted: 15 Aug 2026; Closes: N/A)""],""vacancies_discovered"":[{""title"":""Head of English and Drama"",""department"":""Secondary"",""source"":""Tes"",""source_url"":""https://www.malvern-college-tokyo.com"",""date_listed"":""22-28 Aug 2026"",""date_closing"":""11 Sep 2026 (Posted: Recently"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Head of Visual Art and Design"",""department"":""Secondary"",""source"":""TES"",""source_url"":""https://www.malvern-college-tokyo.com"",""date_listed"":""15 Aug 2026"",""date_closing"":""N/A"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Teacher of DesignMalvern College Tokyo, TokyoMalvern College Tokyo is excited to"",""department"":""Secondary"",""source"":""TES"",""source_url"":""https://www.malvern-college-tokyo.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Teacher of EAL"",""department"":""Secondary"",""source"":""Primary (Aug 2026; Posted: 15 Aug 2026; Closes: N/A)"",""source_url"":""https://www.malvern-college-tokyo.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""structured_vacancies"":[{""title"":""Head of English and Drama"",""department"":""Secondary"",""source"":""Tes"",""source_url"":""https://www.malvern-college-tokyo.com"",""date_listed"":""22-28 Aug 2026"",""date_closing"":""11 Sep 2026 (Posted: Recently"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Head of Visual Art and Design"",""department"":""Secondary"",""source"":""TES"",""source_url"":""https://www.malvern-college-tokyo.com"",""date_listed"":""15 Aug 2026"",""date_closing"":""N/A"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Teacher of DesignMalvern College Tokyo, TokyoMalvern College Tokyo is excited to"",""department"":""Secondary"",""source"":""TES"",""source_url"":""https://www.malvern-college-tokyo.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Teacher of EAL"",""department"":""Secondary"",""source"":""Primary (Aug 2026; Posted: 15 Aug 2026; Closes: N/A)"",""source_url"":""https://www.malvern-college-tokyo.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""total_known_vacancies"":4,""estimated_churn_percentage"":6,""leadership_vacancies_count"":0,""secondary_vacancies_count"":4,""primary_vacancies_count"":0,""leopardfishIntelAlert"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 4 active vacancies detected across TES, GRC Search, and official school portals."",""churn_implications_commentary"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 4 active vacancies detected across TES, GRC Search, and official school portals."",""senior_leadership_churn_percentage"":0}","2026-08-31T14:43:43.998Z","https://www.malverncollegetokyo.jp/careers","Malvern College Int'l Portal, LinkedIn","https://www.malverncollegetokyo.jp/careers","Malvern College Tokyo","1262424","malvern-college-tokyo-1262424","2026-08-30T16:14:23.676Z"
"FLIS0165","8.8","Japan","22","Chiba","World-Class","8.5","85","1:9","WASC","9.2","British satellite with premium savings potential and tech ecosystem.","9.0","7.5","9.4","Provided","1:1 Mac","UK/A-Level","100","Rugby School Japan","7.8","20%","Premium","","For-Profit","$4,850.00","Trust","KHDA","LFI","For-Profit","Trust","7.5","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076694,""_nanoseconds"":174000000}","","2026-08-30T07:58:14.173Z","https://www.rugbyschooljapan.ed.jp/careers","Rugby School UK Portal, GaijinPot Jobs, LinkedIn","https://www.rugbyschooljapan.ed.jp/careers","Rugby School Japan","1221682","rugby-school-japan-1221682","2026-08-30T16:14:23.676Z"
"FLIS0166","8.5","Japan","18","Appi Kogen","Outstanding","8.1","45","1:8","Candidate","8.0","High-end boarding with premium rural Japanese safety.","8.5","9.5","7.8","Provided","1:1 iPad","UK/A-Level","50","Harrow International School Appi","7.0","20%","Premium","","For-Profit","$4,450.00","Private","Local","LFI","For-Profit","Private","9.5","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076604,""_nanoseconds"":748000000}","","2026-08-30T07:56:44.747Z","https://www.harrowappi.jp/careers/","AISL Harrow Group Portal, Search Associates","https://www.harrowappi.jp/careers/","Harrow International School Appi","1219867","harrow-international-school-appi-1219867","2026-08-30T16:14:23.676Z"
"FLIS0167","7.2","Japan","20","Yokohama","Highly Regarded","7.9","60","1:9","CIS/NEASC","8.5","Historic institution with high safety and community stability.","8.0","9.5","7.2","Allowance","Google","IB/US","75","St. Maur International School","7.8","20%","Premium","","Non-Profit","$4,250.00","Independent","CIS","LFI","Non-Profit","Independent","9.5","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076601,""_nanoseconds"":733000000}","","2026-08-30T07:56:41.731Z","https://www.stmaur.ac.jp/employment","Search Associates, LinkedIn","https://www.stmaur.ac.jp/employment","St. Maur International School","","","2026-08-30T16:14:23.676Z"
"FLIS0168","7.2","Japan","22","Yokohama","Highly Regarded","7.9","85","1:10","CIS/NEASC","8.7","Modern pedagogy focus in a high-safety coastal hub.","8.5","9.5","7.4","Allowance","1:1 Mac","IB","95","Yokohama International School","7.5","20%","Premium","","Non-Profit","$4,400.00","Independent","CIS","LFI","Non-Profit","Independent","9.5","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076598,""_nanoseconds"":418000000}","","2026-08-30T07:56:38.416Z","https://www.yis.ac.jp/careers","Search Associates, ISS, LinkedIn","https://www.yis.ac.jp/careers","Yokohama International School","1058204","yokohama-international-school-1058204","2026-08-30T16:14:23.676Z"
"FLIS0169","7.4","Japan","18","Kobe","Highly Regarded","7.9","65","1:8","CIS/WASC","8.4","Reliable non-profit with strong work-life balance focus.","8.2","9.2","7.1","Provided","1:1 Mac","IB","75","Canadian Academy Kobe","8.0","22%","Full Private","","Non-Profit","$4,350.00","Foundation","CIS","LFI","Non-Profit","Foundation","9.2","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076599,""_nanoseconds"":77000000}","","2026-08-30T07:56:39.076Z","https://www.canacademy.ac.jp/employment","Search Associates, ISS, LinkedIn","https://www.canacademy.ac.jp/employment","Canadian Academy Kobe","","","2026-08-30T16:14:23.676Z"
